0.01,1
0.02,0.99999
0.03,0.99998
0.04,0.99997
0.05,0.99996
0.06,0.99994
0.07,0.99993
0.08,0.99992
0.09,0.9999
0.1,0.99989
0.11,0.99987
0.12,0.99986
0.13,0.99985
0.14,0.99984
0.15,0.99983
0.16,0.99982
0.17,0.9998
0.18,0.99979
0.2,0.99977
0.22,0.99975
0.24,0.99973
0.25,0.99972
0.26,0.9997
0.38,0.99955
0.39,0.99953
0.4,0.99952
0.43,0.99948
0.44,0.99947
0.47,0.99943
0.5,0.99939
0.55,0.99932
0.57,0.99929
0.73,0.99907
0.75,0.99905
0.8,0.99898
0.85,0.99891
0.93,0.99879
0.96,0.99875
0.99,0.99871
1.02,0.99867
1.12,0.99853
1.23,0.99838
1.27,0.99832
1.31,0.99827
1.35,0.99821
1.39,0.99816
1.48,0.99803
1.62,0.99784
1.78,0.99762
1.89,0.99747
1.95,0.99739
2.01,0.99731
2.14,0.99714
2.49,0.99667
2.57,0.99657
2.65,0.99647
2.73,0.99636
3.28,0.99567
3.49,0.99541
3.71,0.99515
4.19,0.99458
4.32,0.99443
5.19,0.99346
5.35,0.99329
5.52,0.99311
5.69,0.99293
6.05,0.99255
6.43,0.99216
6.63,0.99195
7.49,0.99108
7.72,0.99086
7.96,0.99063
8.46,0.99015
9.27,0.98938
9.56,0.98911
10.16,0.98856
10.8,0.98799
11.48,0.98736
12.2,0.98671
12.58,0.98637
12.97,0.98602
13.37,0.98567
14.21,0.98496
14.65,0.98459
18.14,0.98165
18.7,0.98116
19.28,0.98065
20.49,0.97965
21.78,0.9786
23.15,0.97751
26.15,0.97505
26.96,0.97436
30.46,0.97154
31.4,0.97078
34.41,0.9685
36.57,0.96676
37.7,0.96588
38.87,0.96491
40.07,0.96397
42.59,0.962
43.91,0.96099
45.27,0.95993
46.67,0.95884
51.14,0.9555
52.72,0.95432
57.77,0.95079
61.4,0.94819
63.3,0.94687
65.26,0.94556
67.28,0.94413
69.36,0.94269
73.72,0.93961
76,0.93813
80.78,0.93481
83.28,0.93303
88.51,0.92956
91.25,0.92784
99.99,0.92285
103.08,0.92103
106.27,0.91916
109.56,0.91728
112.95,0.91538
120.05,0.91153
131.54,0.90594
135.61,0.90396
139.81,0.90159
162.82,0.89054
167.86,0.88824
178.41,0.88348
183.93,0.88113
189.62,0.87872
214.2,0.86904
220.83,0.86692
234.71,0.86168
241.97,0.85937
273.34,0.84892
308.77,0.83788
338.33,0.8302
348.8,0.82763
359.59,0.8245
370.72,0.82194
382.19,0.81872
487.7,0.7963
502.79,0.79402
518.35,0.79173
534.39,0.78848
567.97,0.7831
603.66,0.77796
622.34,0.77524
661.45,0.77019
770.31,0.75499
818.72,0.74832
844.05,0.74579
870.17,0.74237
924.85,0.73656
982.97,0.73056
1044.7,0.7254
1110.4,0.71879
1144.7,0.71599
1180.2,0.71375
1254.3,0.70852
1416.9,0.69787
1506,0.69159
1552.6,0.68913
1600.6,0.68499
1701.2,0.67852
1753.8,0.67584
1864,0.67054
2378.6,0.64653
2452.2,0.64465
2606.3,0.63806
2770.1,0.63313
3129.2,0.62149
3226,0.61917
3325.8,0.61696
3644.2,0.60578
3873.2,0.59994
4244,0.59281
4510.7,0.58699
4794.1,0.58016
4942.5,0.57673
5415.6,0.56955
5934,0.56134
6703.2,0.55049
7124.4,0.54658
7344.9,0.54566
7572.1,0.54318
7806.4,0.54218
8048,0.53975
8818.4,0.53163
10270,0.51974
11601,0.50965
11960,0.50815
12711,0.50523
13105,0.50337
13510,0.49984
14804,0.492
15262,0.48942
16221,0.48556
17240,0.4805
18323,0.47581
21999,0.46549
23382,0.46138
24851,0.45597
25620,0.45423
26413,0.4524
27230,0.44978
28941,0.44644
29836,0.44413
30760,0.44207
31711,0.43891
32692,0.43795
33704,0.43388
35822,0.42829
36930,0.42646
44339,0.41656
53234,0.40363
56579,0.40063
61996,0.39305
65891,0.3896
72199,0.3856
86683,0.3758
92130,0.37186
94981,0.37039
97920,0.3682
1.0407e+05,0.36427
1.1404e+05,0.36016
1.4115e+05,0.35252
1.4552e+05,0.35006
1.5002e+05,0.34882
1.5466e+05,0.34825
1.8569e+05,0.33907
1.9736e+05,0.3362
2.0346e+05,0.33504
2.1625e+05,0.3299
2.2294e+05,0.32948
2.2984e+05,0.32734
2.5184e+05,0.32414
2.7595e+05,0.31998
3.1172e+05,0.31659
3.2136e+05,0.31613
3.313e+05,0.3132
3.4156e+05,0.31186
3.5212e+05,0.31136
3.6302e+05,0.3102
3.7425e+05,0.30921
4.4933e+05,0.30155
4.9234e+05,0.2968
5.0758e+05,0.29727
5.2328e+05,0.29561
5.3947e+05,0.29502
5.7337e+05,0.29307
5.9112e+05,0.2915
6.477e+05,0.28727
6.884e+05,0.28653
7.3166e+05,0.28449
7.543e+05,0.2832
8.017e+05,0.28055
8.2651e+05,0.27939
8.7844e+05,0.27728
9.3364e+05,0.27593
1.0873e+06,0.2691
1.1209e+06,0.26707
1.3054e+06,0.26281
1.3458e+06,0.2606
1.4304e+06,0.25805
1.4747e+06,0.25816
1.5673e+06,0.25692
1.6158e+06,0.25495
1.6658e+06,0.25504
1.7705e+06,0.25261
1.8253e+06,0.25149
1.8818e+06,0.25108
1.94e+06,0.2502
1.9999e+06,0.24983
