1,1
0.99392,0.99999
0.99771,0.99998
0.99766,0.99997
0.99166,0.99996
1.0008,0.99995
0.99925,0.99994
1.0066,0.99992
1.0065,0.99991
1.0047,0.9999
1.0028,0.9999
0.99729,0.99989
0.99668,0.99988
0.99659,0.99988
1.0059,0.99987
1.0037,0.99987
1.0144,0.99986
1.0037,0.99986
1.0013,0.99985
1.0028,0.99985
0.99592,0.99984
0.99244,0.99983
0.99316,0.99983
1.0092,0.99978
1.0092,0.99978
1.0023,0.99978
1.0077,0.99977
1.0139,0.99976
1.0167,0.99975
1.0083,0.99975
1.0056,0.99973
1.0057,0.99973
1.0044,0.99968
0.99465,0.99968
0.99786,0.99966
1.0087,0.99965
1.0029,0.99963
1.0099,0.99963
1.0082,0.99962
1.0054,0.99961
1.021,0.99959
1.0044,0.99957
1.0068,0.99956
1.0023,0.99955
1.0005,0.99954
0.9967,0.99953
1.0022,0.99951
1.0049,0.99949
1.0055,0.99946
1.0062,0.99944
1.012,0.99943
1.0082,0.99942
1.0029,0.99939
1.0072,0.99934
1.0169,0.99932
1.0068,0.99931
1.0097,0.9993
1.012,0.99922
1.0226,0.9992
1.0081,0.99917
1.0123,0.99912
1.0129,0.9991
1.0196,0.99902
1.0031,0.99901
1.0069,0.99899
1.0146,0.99898
0.99897,0.99894
1.0057,0.99891
1.0179,0.9989
1.0141,0.99884
1.0038,0.99882
1.013,0.9988
1.004,0.99877
1.0078,0.99872
0.99982,0.9987
0.99795,0.99867
1.0106,0.99863
1.0187,0.9986
1.0078,0.99856
1.0067,0.99855
1.0044,0.99853
1.006,0.99851
1.0071,0.99847
1.005,0.99845
1.0114,0.99835
1.0035,0.99833
1.0134,0.99831
1.0106,0.99827
1.0125,0.99823
0.98732,0.99819
1.0147,0.99809
1.0055,0.99806
1.0093,0.99796
1.0097,0.99794
1.0053,0.99789
0.99512,0.99784
0.99716,0.99782
1.0082,0.99779
1.0101,0.99777
1.0144,0.9977
1.0147,0.99769
1.0003,0.99769
1.0126,0.99768
1.0098,0.99764
1.0159,0.99762
1.0077,0.99752
1.0068,0.99748
1.0123,0.99747
1.0036,0.99744
1.0094,0.9974
1.0192,0.99737
1.0163,0.99734
1.0043,0.99731
1.0084,0.99729
0.99289,0.99731
1.0072,0.99732
0.99478,0.99731
1.0097,0.99724
1.0041,0.99722
1.0158,0.99718
1.0153,0.99717
1.0081,0.99717
1.0063,0.99713
0.99972,0.9971
1.0041,0.99708
1.0027,0.99703
1.0025,0.9969
1.0067,0.99686
1.0104,0.99671
1.0074,0.99666
1.0101,0.99653
0.99185,0.99638
1.0088,0.99647
1.0026,0.99642
1.0057,0.99651
1.015,0.99638
1.0071,0.99638
1.009,0.99616
1.0101,0.99614
1.0132,0.99609
1.0142,0.9961
1.0134,0.99615
1.0028,0.99596
1.0009,0.99594
1.0014,0.99591
1.0112,0.99597
1.0097,0.99602
1.0141,0.99604
1.0167,0.996
1.0092,0.99585
0.99865,0.99584
1.0142,0.99584
1.0059,0.9958
1.011,0.99574
1.0169,0.99562
1.009,0.9958
1.0138,0.99565
1.0036,0.99549
1.009,0.99557
0.99687,0.99548
1.005,0.99537
1.0141,0.99517
1.0063,0.99529
1.0058,0.99526
1.017,0.9953
1.0036,0.9954
1.0099,0.99529
1.0046,0.99532
1.0045,0.99468
1.0085,0.99481
1.0068,0.99459
1.0109,0.99457
1.0088,0.99461
1.0058,0.99461
1.0128,0.99448
1.0134,0.99436
1.0087,0.99426
1.0316,0.99454
1.0033,0.9944
1.0077,0.99446
1.0186,0.99446
1.0147,0.9943
0.99854,0.99394
1.0058,0.99397
1.0124,0.9937
1.0229,0.99361
1.0132,0.9939
1.0043,0.99372
1.0135,0.99332
1.0009,0.99362
1.0102,0.99334
1.0023,0.9925
1.0098,0.99223
1.0107,0.99234
1.0075,0.99194
1.0222,0.99168
1.0129,0.99202
1.0097,0.99166
1.019,0.99167
1.0093,0.99151
1.013,0.99116
1.0177,0.99075
1.0093,0.99025
1.0045,0.98953
1.0201,0.98981
1.0054,0.9895
1.0164,0.98996
1.009,0.98976
1.0142,0.98927
1.0132,0.98919
1.0189,0.98947
1.002,0.98865
0.99991,0.98848
1.0114,0.98832
1.0071,0.98815
1.013,0.98724
1.0195,0.98641
1.0241,0.98545
1.0116,0.98399
1.0242,0.98355
1.0145,0.98304
1.0155,0.98082
1.0234,0.98054
1.0276,0.98024
1.0181,0.9801
1.0114,0.97914
1.0244,0.97896
1.0282,0.9754
1.0311,0.97589
1.0234,0.97512
1.027,0.97399
1.0201,0.9707
1.0182,0.97034
1.0238,0.9689
1.032,0.96862
1.0306,0.96754
1.0325,0.96559
1.0405,0.96484
1.0192,0.96117
1.0506,0.95887
1.0357,0.95745
1.0356,0.95685
1.0354,0.95597
1.0363,0.95389
1.0448,0.95291
1.0348,0.95172
1.0351,0.94653
1.0487,0.94342
1.0371,0.94153
1.0369,0.94029
1.0414,0.9388
1.0354,0.93635
1.0401,0.93478
1.0445,0.92957
1.046,0.92591
1.0469,0.92357
1.0432,0.92217
1.058,0.9165
1.0563,0.91677
1.0434,0.91295
1.0511,0.90997
1.0681,0.90021
1.0599,0.89789
1.0674,0.88944
1.071,0.88771
1.0677,0.88434
1.0809,0.88242
1.0653,0.87964
1.0689,0.87836
