0.01,0.00029941
0.02,0.0011652
0.03,0.0025114
0.04,0.0042204
0.05,0.0061668
0.06,0.0082381
0.07,0.010349
0.08,0.012447
0.09,0.014501
0.1,0.016497
0.11,0.018426
0.12,0.020274
0.13,0.022021
0.14,0.023644
0.15,0.025124
0.16,0.02645
0.17,0.027626
0.18,0.028671
0.2,0.030504
0.22,0.03221
0.24,0.033938
0.25,0.034816
0.26,0.035696
0.38,0.04633
0.39,0.047176
0.4,0.04801
0.43,0.050471
0.44,0.051284
0.47,0.053665
0.5,0.055945
0.55,0.059623
0.57,0.06108
0.73,0.072442
0.75,0.073798
0.8,0.07713
0.85,0.080424
0.93,0.085636
0.96,0.087538
0.99,0.089411
1.02,0.091247
1.12,0.097356
1.23,0.1039
1.27,0.10618
1.31,0.10842
1.35,0.11063
1.39,0.11281
1.48,0.11766
1.62,0.12502
1.78,0.13323
1.89,0.13865
1.95,0.14153
2.01,0.14435
2.14,0.1505
2.49,0.16636
2.57,0.16987
2.65,0.17341
2.73,0.1768
3.28,0.19888
3.49,0.2068
3.71,0.21503
4.19,0.23285
4.32,0.23753
5.19,0.26469
5.35,0.2691
5.52,0.27376
5.69,0.27806
6.05,0.28681
6.43,0.29626
6.63,0.30117
7.49,0.32055
7.72,0.32556
7.96,0.33077
8.46,0.34189
9.27,0.35765
9.56,0.363
10.16,0.3739
10.8,0.38617
11.48,0.39805
12.2,0.41083
12.58,0.41754
12.97,0.42392
13.37,0.43053
14.21,0.44375
14.65,0.45004
18.14,0.49586
18.7,0.50346
19.28,0.5104
20.49,0.52407
21.78,0.53971
23.15,0.55534
26.15,0.58184
26.96,0.59206
30.46,0.6327
31.4,0.64111
34.41,0.66561
36.57,0.6837
37.7,0.69472
38.87,0.70388
40.07,0.71467
42.59,0.73709
43.91,0.74706
45.27,0.75708
46.67,0.76697
51.14,0.80295
52.72,0.81527
57.77,0.84992
61.4,0.88062
63.3,0.89687
65.26,0.91163
67.28,0.92336
69.36,0.94525
73.72,0.9711
76,0.98778
80.78,1.0081
83.28,1.0221
88.51,1.051
91.25,1.0617
99.99,1.1103
103.08,1.1443
106.27,1.1697
109.56,1.1865
112.95,1.2033
120.05,1.2437
131.54,1.276
135.61,1.3021
139.81,1.303
162.82,1.3912
167.86,1.4016
178.41,1.4569
183.93,1.4851
189.62,1.5047
214.2,1.5696
220.83,1.592
234.71,1.6348
241.97,1.6715
273.34,1.7504
308.77,1.8657
338.33,1.9372
348.8,1.9858
359.59,1.9951
370.72,2.0138
382.19,2.0471
487.7,2.3009
502.79,2.3506
518.35,2.379
534.39,2.4532
567.97,2.5057
603.66,2.6161
622.34,2.6352
661.45,2.8444
770.31,3.0558
818.72,3.2272
844.05,3.2762
870.17,3.3969
924.85,3.4455
982.97,3.6244
1044.7,3.8343
1110.4,3.9908
1144.7,4.0452
1180.2,4.0996
1254.3,4.3047
1416.9,4.6897
1506,4.9423
1552.6,5.0258
1600.6,5.1842
1701.2,5.426
1753.8,5.5664
1864,5.6971
2378.6,6.7536
2452.2,6.8595
2606.3,7.0607
2770.1,7.4947
3129.2,8.4568
3226,8.7377
3325.8,9.0732
3644.2,9.7984
3873.2,10.455
4244,11.447
4510.7,11.99
4794.1,12.613
4942.5,13.021
5415.6,14.076
5934,15.34
6703.2,17.19
7124.4,17.964
7344.9,18.408
7572.1,19.152
7806.4,19.516
8048,20.068
8818.4,21.737
10270,24.232
11601,26.673
11960,27.216
12711,28.673
13105,29.394
13510,29.55
14804,31.646
15262,32.256
16221,33.754
17240,34.92
18323,36.88
21999,40.958
23382,42.421
24851,43.416
25620,44.139
26413,44.798
27230,45.299
28941,47.359
29836,47.809
30760,48.644
31711,49.422
32692,49.997
33704,51.036
35822,52.905
36930,53.239
44339,58.923
53234,63.781
56579,65.509
61996,68.213
65891,69.255
72199,71.275
86683,73.548
92130,75.594
94981,75.706
97920,77.231
1.0407e+05,79.139
1.1404e+05,80.507
1.4115e+05,85.553
1.4552e+05,85.414
1.5002e+05,87.157
1.5466e+05,87.642
1.8569e+05,92.137
1.9736e+05,94.176
2.0346e+05,94.742
2.1625e+05,96.134
2.2294e+05,96.664
2.2984e+05,96.953
2.5184e+05,98.882
2.7595e+05,101.57
3.1172e+05,104.85
3.2136e+05,105.49
3.313e+05,106.14
3.4156e+05,106.61
3.5212e+05,107.8
3.6302e+05,108.97
3.7425e+05,110.41
4.4933e+05,115.23
4.9234e+05,118.53
5.0758e+05,118.32
5.2328e+05,119.07
5.3947e+05,119.75
5.7337e+05,120.32
5.9112e+05,120.31
6.477e+05,122.2
6.884e+05,122.2
7.3166e+05,123.57
7.543e+05,123.35
8.017e+05,123.58
8.2651e+05,124.3
8.7844e+05,126
9.3364e+05,126.14
1.0873e+06,127.36
1.1209e+06,128.51
1.3054e+06,131.02
1.3458e+06,131.48
1.4304e+06,131.95
1.4747e+06,133.12
1.5673e+06,134.2
1.6158e+06,135.47
1.6658e+06,135.94
1.7705e+06,137
1.8253e+06,138.24
1.8818e+06,138.79
1.94e+06,139.69
1.993e+06,139.24
